"","x"
"190",4.25407840807278
"191",5.83395255637477
"192",5.58777551796296
"193",4.50510196440632
"194",4.97251433719055
"195",5.82554025044118
"196",3.9541024043214
"197",5.28692726618819
"198",5.27158558906522
"199",5.01769033392731
"200",5.06885128005699
"201",5.12793603450785
"202",4.49888056890188
"203",4.81653281533579
"204",4.89745829784292
"205",5.28457014217911
"206",5.62926310925132
"207",4.74439686507682
"208",5.56766603666347
"209",5.18244036119076
"210",5.31096993663674
"211",4.40485218999319
"212",5.13237052131798
"213",5.31356640556056
"214",4.67397444685455
"215",4.93503440436676
"216",4.09953321110718
"217",5.07636675122434
"218",5.11698582255295
"219",5.50090039308226
"220",4.95936659697118
"221",4.56248383789259
"222",4.99662035749242
"223",4.71485721094187
"224",5.54005764089515
"225",4.93286008089828
"226",3.94126989386677
"227",5.24561086861523
"228",5.38784112075659
"229",4.79108429541252
"230",4.00107773305986
"231",4.88568859907679
"232",4.96632673189984
"233",4.74552012457977
"234",4.92637791183118
"235",3.76537855610102
"236",4.69216679117921
"237",4.60554989865354
"238",4.98490139316195
"239",4.91530893559667
"240",4.85816621174652
"241",4.47895158691151
"242",6.02570983730977
"243",5.49336881796166
"244",4.68761429777446
"245",4.0598335443532
"246",5.39560359102851
"247",4.23835392737385
"248",5.04541977981862
"249",5.25472167632739
"250",4.97060811812861
"251",5.1464538052171
"252",6.0595215055053
"253",5.07392645537817
"254",3.84944403469758
"255",4.48536010301709
"256",5.68485321772291
"257",5.94286636223869
"258",4.56833896182668
"259",4.54538775768021
"260",5.35120095246258
"261",5.00197438144868
"262",4.85904803020534
"263",4.6570813529124
"264",5.84100764145879
"265",4.5170002854913
"266",5.24930550993619
"267",4.58090190943372
"268",5.10428655745988
"269",3.87120196784446
"270",4.43656669157805
"271",5.09485655723043
"272",5.00918948210959
"273",4.91893196456304
"274",5.21060307225293
"275",4.97444042843117
"276",5.13249175802914
"277",5.06931519245277
"278",4.16358356334337
"279",5.17590920837782
"280",5.42200045227874
"281",5.11186806285028
"282",4.68253097068147
"283",5.43846701436202
"284",5.33267412263178
"285",4.84392919109782
"286",5.9855755058944
"287",5.73358454442596
"288",4.88467792314575
"289",5.60291937627164
"290",5.39389698295321
"291",4.84629301337764
"292",4.35988694852517
"293",4.66718841206487
"294",4.39053187111818
"295",4.84272992938723
"296",5.81851212764329
"297",5.49309656524168
"298",5.32714423321599
"299",6.34680653045599
"300",4.59113627254096
"301",5.48691980913339
"302",4.67930004092624
"303",5.52632869593038
"304",5.47435683896313
"305",5.21310081036563
"306",4.85859710549917
"307",5.83412442591664
"308",4.43701722097586
"309",5.25784764895788
"310",5.31707323771705
"311",5.94119188127749
"312",4.51627643410524
"313",4.988031555172
"314",4.46534862422594
"315",4.98759163906555
"316",4.22169056494177
"317",5.16422841117040
"318",5.54884521388504
"319",5.4031861372109
"320",4.73886882361028
"321",5.10444139207317
"322",4.8979366919317
"323",5.19665760977267
"324",4.35888515049673
"325",5.55465938849454
"326",4.88084592745935
"327",4.69531392925265
"328",5.39662019100007
"329",5.84561632165534
"330",5.33584331655067
"331",5.40234964392052
"332",5.38239764507785
"333",4.97395135317958
"334",5.49933329949395
"335",4.23814379618702
"336",4.10424102493332
"337",5.14169260676488
"338",4.87388766690376
"339",5.08567574869763
"340",5.15358783828417
"341",5.9840849974832
"342",5.12202450030490
"343",5.2416519674285
"344",5.52694178251354
"345",5.01342965106906
"346",5.59642715031886
"347",5.10864915486191
"348",5.03066254582154
"349",4.17883568482752
"350",4.98385753430893
"351",4.84991467674795
"352",4.88518585556774
"353",5.41666945967828
"354",4.43124814330347
"355",4.05657401657643
"356",5.34693259754062
"357",4.72911642601223
"358",4.83701247613658
"359",4.52343104863694
"360",4.85494269458247
"361",4.91590915730501
"362",4.94176108493608
"363",4.53155618162856
"364",5.49678346217014
"365",4.72366962087366
"366",4.48419846433669
"367",4.74965058090879
"368",5.17671127603076
"369",4.46182991808595
"370",5.76506412267637
"371",5.09846746694073
"372",5.20750130497278
"373",5.39535343438891
"374",4.52876941111317
"375",5.21532840761561
"376",5.15835664613853
"377",5.05854571565854
"378",5.69179507731049
"379",5.19113752148502
"380",5.09610562403571
"381",5.30320473644722
"382",5.19549498455256
"383",5.88356661378466
"384",5.85015306867325
"385",4.71681084400753
"386",5.04321341922431
"387",4.33093167934671
"388",5.41726406464314
"389",5.77861394930054
"390",5.9111304135111
"391",5.13313438989179
"392",4.97933706207628
"393",4.28449129250468
"394",5.4993752140813
"395",4.31969922191755
"396",4.94698533732885
"397",5.96074443916959
"398",4.90059038606682
"399",4.96597138978847
"400",4.93478420656395
"401",3.91043708888224
"402",4.38128536350895
"403",4.92827087669304
"404",4.54108488372884
"405",4.89481528471919
"406",4.76558193200975
"407",5.3538330392109
"408",5.36159588101615
"409",4.48448182232767
"410",4.72442755339366
"411",5.00266319379203
"412",4.47430240420105
"413",5.16995823478162
"414",4.06919672323397
"415",5.02621904679344
"416",5.1725629827428
"417",4.36034561313331
"418",4.73284974959562
"419",3.89550066166515
"420",5.13806339381971
"421",4.59633162870071
"422",5.76143993374776
"423",5.03537129624996
"424",5.20756519187254
"425",5.16097765713144
"426",4.83992687754677
"427",4.15181888322121
"428",4.83025828918664
"429",4.40552345601505
"430",4.72764937702574
"431",4.21746886350847
"432",5.39050251046911
"433",4.81011448552361
"434",5.23657827487634
"435",4.84985789924899
"436",5.28434902849318
"437",5.90616894903836
"438",6.23369098081919
"439",5.23465097111264
"440",4.10281344744684
"441",5.97435934467908
"442",4.50035980639231
"443",5.3277590896685
"444",4.02960034764288
"445",5.41524346515591
"446",5.16396880914333
"447",5.37762562702991
"448",5.03257395109911
"449",5.37294900953811
"450",5.07613976605478
"451",5.23811155775952
"452",5.39239540423284
"453",4.29400896068867
"454",4.32540615023955
"455",4.97984676606879
"456",5.34411646220775
"457",5.11322749925676
"458",5.25259200485178
"459",4.86586737933105
"460",4.96635359646602
"461",5.21692612798886
"462",5.82777997616556
"463",4.44125398262718
"464",4.79984714110095
"465",5.57266405131116
"466",4.79559855943584
"467",4.49965630237711
"468",5.19487433940759
"469",5.34071666660609
"470",5.34477404295365
"471",4.48901169687978
"472",5.21379554096311
"473",5.27321931756184
"474",4.85197321569401
"475",5.61484474912732
"476",5.11598279557793
"477",5.40596776894624
"478",5.28240715114326
"479",5.32243512209533
"480",5.84369614503433
"481",6.09573829445565
"482",5.52959247894434
"483",5.11666900592848
"484",4.49185953693541
"485",5.02325170949379
"486",4.98612096916243
"487",6.29488093063733
"488",5.44651387092845
"489",3.60812908257582
"490",5.3899616831267
"491",5.64841728844722
"492",5.10921930810896
"493",4.3504672128464
"494",4.47307563191179
"495",4.06952908557763
"496",5.37890076064677
"497",4.97609056743011
"498",5.44086235469614
"499",4.56242011928641
"500",4.77679553904677
"501",5.60963654716296
"502",5.63836402686918
"503",5.14551618195738
"504",4.570272049392
"505",4.9462451313379
"506",5.07162760000093
"507",4.57292118864405
"508",5.2441431318422
"509",5.60029231638174
"510",5.31517846702671
"511",5.08586644971898
"512",5.5830764432825
"513",5.15732468396042
"514",4.81258451144161
"515",4.77021221298947
"516",5.83963723575862
"517",5.84492446375902
"518",5.58673729758084
"519",4.51547790239072
"520",5.40826516315275
"521",4.85804343906187
"522",5.00492959097041
"523",5.37321948957832
"524",4.30632982733515
"525",4.57814258729129
"526",4.76143076779967
"527",4.61530528563834
"528",5.05418989512516
"529",5.17460571036782
"530",4.57842170437202
"531",5.06139642438353
"532",4.30156597497591
"533",5.20299579686624
"534",5.03293900619904
"535",5.24788996613409
"536",4.90387103305423
"537",5.4602276365124
"538",5.28674785383981
"539",4.49646668291993
"540",4.92014088928696
"541",5.40417441253561
"542",5.03577986804588
"543",4.596220566029
"544",5.17577449451384
"545",4.61449032389768
"546",5.66555734695658
"547",4.98406999720134
"548",3.80667923494085
"549",4.71941550663213
"550",4.40869016212341
"551",5.15996505345002
"552",4.57217542749484
"553",4.95786672869225
"554",5.07034940922943
"555",5.21399058116257
"556",4.87545417534055
"557",5.46017104565438
"558",5.22886973486126
"559",5.34070715500404
"560",4.43895837429573
"561",5.18151583539239
"562",5.27615519922432
"563",4.89794817626537
"564",4.96206682492793
"565",4.3567885045901
"566",5.67455256677985
"567",4.48799416671357
"568",5.3056512402387
"569",5.22145511957645
"570",4.9725150598256
"571",4.35406837685879
"572",4.00732167588502
"573",6.23799871376961
"574",5.41518886388787
"575",5.63051162313533
"576",5.27519240364233
"577",5.06287933811033
"578",4.78674641615298
"579",4.6565538186721
"580",4.78781424024114
"581",5.22405303226153
"582",4.69146134828994
"583",4.8680807172803
"584",4.65967487760097
"585",4.54022455780047
"586",5.13766767759812
"587",5.53293621122693
"588",4.77358650020917
"589",4.52934794554754
"590",4.72455183515619
"591",4.98821518866813
"592",4.19362012430534
"593",4.59163754673246
"594",5.51490076099445
"595",5.70321695314653
"596",3.61603962783153
"597",4.17895640852043
"598",4.7839341286185
"599",5.70742440034862
"600",5.07799278874729
"601",8.74093796610681
"602",8.76134053466519
"603",8.70054298358251
"604",9.15684040395062
"605",9.03124834546076
"606",9.10891889865649
"607",9.38513297915032
"608",9.22859679642684
"609",9.12035247354071
"610",8.76735011566134
"611",8.45781688401845
"612",7.89678702902947
"613",8.48353686558172
"614",9.06965492380062
"615",8.56308881136705
"616",9.02371642277644
"617",9.43501526079897
"618",8.50536641288128
"619",8.82546342364681
"620",9.17839358244711
"621",9.9759109449635
"622",9.51298379599909
"623",9.00486644644677
"624",9.4837974449311
"625",8.95730229232834
"626",9.6005262491125
"627",9.24350439280781
"628",10.0849151448278
"629",8.85304311209975
"630",9.58089968293844
"631",9.1761252063564
"632",8.67002423690031
"633",9.6503567228186
"634",7.96085603422567
"635",10.1479703848410
"636",8.9338011876811
"637",8.27783051074012
"638",9.75182572506392
"639",8.5564105563795
"640",9.29413776094165
"641",8.7783655340015
"642",9.099647718421
"643",7.43136370138711
"644",8.47816379598814
"645",8.47612885341572
"646",8.01814474937706
"647",7.96715684164613
"648",9.0409028635294
"649",8.75552917590728
"650",8.59590161466915
"651",8.52184084451576
"652",9.40877249001947
"653",8.60663784371662
"654",8.55689007312263
"655",9.21234860281232
"656",9.43935006707293
"657",8.48449824109025
"658",8.95295535330218
"659",9.0880225833407
"660",8.94910709829789
"661",8.8618717638755
"662",9.27088103112744
"663",9.4119920929274
"664",8.59280582597982
"665",9.09152523245878
"666",9.92398012660143
"667",9.39074440539573
"668",9.13265082216092
"669",8.8500588274317
"670",9.86959620916436
"671",9.71995868968994
"672",8.91434525675805
"673",9.0674907599811
"674",9.59802313530973
"675",8.96948265883053
"676",8.49813082463844
"677",9.4256670454223
"678",9.30309766063433
"679",8.23946908500503
"680",8.49934343433344
"681",8.81018855837719
"682",9.15939141261316
"683",8.38683999674736
"684",8.6104505404366
"685",8.21485790843083
"686",8.20898680430163
"687",9.37432312710495
"688",8.4228732225285
"689",8.85365554184771
"690",8.04680462647622
"691",8.9573978313113
"692",8.62977948374852
"693",9.19907727406544
"694",7.97638856303583
"695",8.56966330298119
"696",7.87250312771803
"697",9.21068867932277
"698",9.4756432630184
"699",9.45332205667928
"700",9.10375085924182
"701",9.10038598827328
"702",9.15033792691859
"703",8.74156185229569
"704",9.09529220885217
"705",9.6164133506086
"706",9.83256455143895
"707",9.11182397000736
"708",9.14107449362514
"709",9.77361543443337
"710",9.30156559276159
"711",8.84549881145465
"712",9.34586049560911
"713",8.76106399678217
"714",9.36213946614312
"715",9.01400837674313
"716",9.7792420892959
"717",10.2270298543244
"718",9.1231470467602
"719",9.16742817872695
"720",9.31096145919389
"721",8.67838019767422
"722",8.86427244764477
"723",9.0971699630756
"724",8.72395322401393
"725",8.64892002927692
"726",8.8301648442668
"727",8.7336490069462
"728",9.42856064588907
"729",8.5768060857987
"730",8.6767863872228
"731",8.30761619277373
"732",9.61175759105062
"733",9.2575224572992
"734",9.14891742229169
"735",9.35259127791696
"736",9.2865127044434
"737",9.45405775674562
"738",9.47856780532982
"739",9.23909579459204
"740",9.45463240384074
"741",8.9519027314461
"742",9.93474791679207
"743",9.19917096981982
"744",9.37518801926351
"745",9.36724423654216
"746",9.1271009164579
"747",8.42421079235729
"748",8.3952507558407
"749",9.26526354767836
"750",9.2851377987181
"751",8.57171915669197
"752",9.11033323686438
"753",9.04725638361849
"754",9.61368890355035
"755",8.25035748409972
"756",8.41583086147913
"757",9.07554270636352
"758",9.22069376489926
"759",9.36846542396115
"760",9.27505733616531
"761",9.03181112720363
"762",10.0543286224105
"763",9.21423027942876
"764",8.38319725151786
"765",8.75497871740348
"766",9.0834138026047
"767",9.17341727148947
"768",8.70254053438798
"769",9.42411137943565
"770",9.89355169023687
"771",9.2317394498826
"772",9.85706824785927
"773",9.42126131231125
"774",9.75393873925759
"775",8.74197721314697
"776",9.41883791658807
"777",8.8980632104862
"778",8.92262096519693
"779",9.3704786951712
"780",8.73792045484038
"781",9.97281796095455
"782",9.1258786427535
"783",8.19845240995738
"784",9.54632088983283
"785",9.10991540582945
"786",9.22153893545936
"787",8.72900804948857
"788",9.1945722465707
"789",9.39337461152114
"790",9.68455812145997
"791",9.09264616868212
"792",8.84329439262239
"793",9.73713071203552
"794",9.57284267819566
"795",8.58842095733572
"796",9.58084433566999
"797",10.4658769567871
"798",10.2999804887773
"799",9.69132420132656
"800",10.7662416369362
"801",9.42053543771205
"802",9.01753244207048
"803",9.10979116533763
"804",9.06657627565347
"805",9.45277438428841
"806",8.96632111067042
"807",9.65097395009613
"808",8.1084159467666
"809",8.59800527855633
"810",9.0687898995703
"811",9.25864251126382
"812",9.07197272569917
"813",8.80564172037892
"814",9.68961842346688
"815",8.79411806543023
"816",8.4877191556299
"817",9.7981348488391
"818",8.7550693396683
"819",9.5466964013024
"820",9.77043933895062
"821",7.9202051614717
"822",9.02768234702595
"823",8.51537926251431
"824",8.73811570652712
"825",9.29235957806279
"826",9.46645139138888
"827",9.60273825270515
"828",8.50924343823295
"829",9.83786208835624
"830",8.45156149764637
"831",9.69004033412899
"832",8.88474585179004
"833",9.7679390453044
"834",8.05884313423473
"835",9.16463648920117
"836",9.31489071109798
"837",9.50878616313705
"838",9.01069236517943
"839",9.18421385983761
"840",8.80513588100576
"841",9.075674596566
"842",9.19589977997317
"843",9.53326660798654
"844",9.68290578138102
"845",9.28196792095017
"846",8.91662125065072
"847",9.05922097655463
"848",9.43229995908423
"849",8.50862069054484
"850",9.07030298732868
"851",9.98589009877265
"852",8.84419937484683
"853",9.27706700126355
"854",8.959263970913
"855",9.00088446549108
"856",9.07781079847354
"857",7.98380566126052
"858",8.77853159936209
"859",9.65429302761274
"860",8.64491228959954
"861",9.23657367333507
"862",9.63901819491544
"863",8.9304404731906
"864",9.24375576701894
"865",9.17836808188181
"866",8.81587990531312
"867",8.6693246096746
"868",9.4227106591178
"869",8.94524255083725
"870",9.38055985621274
"871",8.52681133986476
"872",9.79922677717167
"873",9.25999992548714
"874",9.08208952431817
"875",9.50733793852089
"876",8.95974399012999
"877",9.82869392275913
"878",9.45202183391346
"879",8.89442227983314
"880",9.82816650843617
"881",9.6339076341529
"882",8.72989913330314
"883",8.45443016591033
"884",9.67095901808933
"885",8.66871324650493
"886",9.73351738193617
"887",9.64821616522336
"888",8.29868582648084
"889",9.04591177537961
"890",9.11917233839273
"891",8.81795284313504
"892",7.79758776309352
"893",9.5351875925501
"894",9.0261174863225
"895",8.6193828135184
"896",8.88559271449716
"897",9.89796517194484
"898",8.7771633312266
"899",8.73440360165383
"900",9.2191406195409
